pca_component_1,pca_component_2
-1.0886106417738197,-1.4466865512478102
-1.1950455342514499,-1.5007259071224914
-1.0886107336299078,-1.446686559177234
-1.0886102480814597,-1.4466866725161358
-1.0886107336299078,-1.446686559177234
-1.0886104529125937,-1.4466865993433917
-1.0886102483240703,-1.446686648241229
-1.0886103826431832,-1.4466866093978206
-1.0886107336299078,-1.446686559177234
-1.088610644904477,-1.4466865797954958
-1.08861035198059,-1.4466866137851473
-1.0886104025406496,-1.4466866065508113
-1.0886105960392194,-1.4466865678287752
-1.0886106658110741,-1.4466865533228122
-1.0886107336299078,-1.446686559177234
-1.0886107336299078,-1.446686559177234
-1.0886101489201367,-1.4466866956628175
-1.0886104897031537,-1.446686594079251
-1.0886104558971959,-1.4466865989163429
-1.0886090217454707,-1.44668692293236
-1.0886107336299078,-1.446686559177234
-1.1950455342514499,-1.5007259071224914
-1.0886107336299078,-1.446686559177234
-1.0886092438462296,-1.4466868718372
